Championship Year,Country,Serie,Date,Time,Home Team,Away Team,Full Time Home Team Goals,Full Time Away Team Goals,Full Time Result,Half Time Home Team Goals,Half Time Away Team Goals,Half Time Result,Home Team Shots,Away Team Shots,Home Team Shots on Target,Away Team Shots on Target,Home Team Fouls Committed,Away Team Fouls Committed,Home Team Corners,Away Team Corners,Home Team Yellow Cards,Away Team Yellow Cards,Home Team Red Cards,Away Team Red Cards,Market maximum home win odds,Market maximum draw win odds,Market maximum away win odds,Market average home win odds,Market average draw win odds,Market average away win odds,Market maximum over 2.5 goals,Market maximum under 2.5 goals,Market average over 2.5 goals,Market average under 2.5 goals
2022/2023,Italy,A,05/11/2022,19:45,Milan,Spezia,2,1,Home,1,0,H,23,13,11,5,12,13,3,6,6,4,1,0,1.25,7,15.73,1.22,6.54,13.51,1.65,2.5,1.56,2.4
2022/2023,Italy,A,06/11/2022,11:30,Bologna,Torino,2,1,Home,0,1,A,9,7,5,2,14,17,3,1,3,3,0,0,3.18,3.38,2.57,3.05,3.13,2.51,2.35,1.7,2.28,1.64
2022/2023,Italy,A,06/11/2022,14:00,Monza,Verona,2,0,Home,0,0,D,14,7,3,2,10,10,5,2,3,1,0,1,2.26,3.66,3.5,2.2,3.45,3.32,1.94,2,1.88,1.93
2022/2023,Italy,A,06/11/2022,14:00,Sampdoria,Fiorentina,0,2,Away,0,1,A,14,5,2,4,10,18,4,4,1,0,0,0,4.49,3.7,2,4.06,3.49,1.95,2.1,1.88,2.02,1.81
2022/2023,Italy,A,06/11/2022,17:00,Roma,Lazio,0,1,Away,0,1,A,8,5,2,3,18,14,4,2,2,3,0,0,2.11,3.66,3.94,2.03,3.52,3.74,1.99,2,1.91,1.91
2022/2023,Italy,A,06/11/2022,19:45,Juventus,Inter,2,0,Home,0,0,D,8,14,3,4,16,13,2,8,2,2,0,0,3.25,3.54,2.45,3.05,3.35,2.39,2.04,1.93,1.96,1.86
2022/2023,Italy,A,08/11/2022,17:30,Napoli,Empoli,2,0,Home,0,0,D,18,6,4,1,12,16,5,0,1,6,0,1,1.26,7.1,12.99,1.24,6.61,11.31,1.46,3.1,1.4,2.95
2022/2023,Italy,A,08/11/2022,17:30,Spezia,Udinese,1,1,Draw,1,1,D,21,10,6,2,12,12,9,0,3,3,0,0,4.3,3.76,2,4.01,3.56,1.94,1.99,1.96,1.93,1.89
2022/2023,Italy,A,08/11/2022,19:45,Cremonese,Milan,0,0,Draw,0,0,D,6,16,1,5,16,10,2,4,4,3,0,0,6.55,4.51,1.6,6.15,4.28,1.54,1.8,2.21,1.72,2.14
2022/2023,Italy,A,09/11/2022,17:30,Lecce,Atalanta,2,1,Home,2,1,H,15,12,3,4,11,12,4,3,1,2,0,0,5.03,3.82,1.86,4.7,3.6,1.8,2.11,1.88,2.02,1.81
2022/2023,Italy,A,09/11/2022,17:30,Sassuolo,Roma,1,1,Draw,0,0,D,14,10,6,4,11,11,3,2,5,3,0,0,3.64,3.76,2.17,3.48,3.58,2.1,1.89,2.13,1.8,2.04
2022/2023,Italy,A,09/11/2022,19:45,Fiorentina,Salernitana,2,1,Home,1,0,H,18,4,7,1,10,11,4,3,0,1,0,0,1.6,4.5,6.5,1.54,4.32,6.07,1.81,2.17,1.76,2.09
2022/2023,Italy,A,09/11/2022,19:45,Inter,Bologna,6,1,Home,3,1,H,13,10,7,4,10,11,4,4,1,5,0,0,1.34,6,11,1.31,5.59,9.7,1.59,2.55,1.55,2.45
2022/2023,Italy,A,09/11/2022,19:45,Torino,Sampdoria,2,0,Home,1,0,H,8,11,5,1,14,21,4,3,1,3,0,0,1.69,3.97,6.2,1.63,3.81,5.88,2.19,1.8,2.12,1.74
2022/2023,Italy,A,10/11/2022,17:30,Verona,Juventus,0,1,Away,0,0,D,15,11,2,3,14,13,5,4,3,2,0,1,5.63,4,1.74,5.26,3.82,1.69,2.02,1.93,1.96,1.86
2022/2023,Italy,A,10/11/2022,19:45,Lazio,Monza,1,0,Home,0,0,D,12,8,4,0,15,14,4,3,2,1,0,0,1.69,4.3,5.9,1.62,4.13,5.37,1.78,2.24,1.72,2.14
2022/2023,Italy,A,11/11/2022,19:45,Empoli,Cremonese,2,0,Home,0,0,D,13,19,6,5,9,14,4,9,1,2,0,0,2.6,3.58,2.98,2.52,3.33,2.88,1.99,1.96,1.92,1.9
2022/2023,Italy,A,12/11/2022,14:00,Napoli,Udinese,3,2,Home,2,0,H,15,10,5,4,12,13,5,3,2,3,0,0,1.53,4.9,6.8,1.48,4.7,6.23,1.64,2.55,1.57,2.41
2022/2023,Italy,A,12/11/2022,17:00,Sampdoria,Lecce,0,2,Away,0,1,A,11,11,2,3,14,19,9,0,2,3,0,0,2.78,3.17,3.1,2.66,3.05,2.93,2.53,1.63,2.43,1.56
2022/2023,Italy,A,12/11/2022,19:45,Bologna,Sassuolo,3,0,Home,1,0,H,8,9,4,3,12,6,4,6,1,0,0,0,2.4,3.7,3.13,2.34,3.5,3.01,1.9,2.07,1.83,2
2022/2023,Italy,A,13/11/2022,11:30,Atalanta,Inter,2,3,Away,1,1,D,19,14,7,3,10,11,5,4,0,3,0,0,3.25,3.75,2.34,3.07,3.59,2.27,1.79,2.28,1.7,2.17
2022/2023,Italy,A,13/11/2022,14:00,Monza,Salernitana,3,0,Home,2,0,H,19,5,7,0,9,11,6,1,0,2,0,1,2.22,3.68,3.82,2.1,3.39,3.63,1.92,2.05,1.85,1.96
2022/2023,Italy,A,13/11/2022,14:00,Roma,Torino,1,1,Draw,0,0,D,13,10,4,2,13,10,7,0,3,2,0,0,1.97,3.61,4.6,1.92,3.44,4.28,2.29,1.75,2.19,1.68
2022/2023,Italy,A,13/11/2022,14:00,Verona,Spezia,1,2,Away,1,0,H,18,16,5,9,13,21,2,10,2,4,0,0,2.2,3.7,3.68,2.11,3.47,3.52,1.94,2,1.88,1.94
2022/2023,Italy,A,13/11/2022,17:00,Milan,Fiorentina,2,1,Home,1,1,D,12,11,3,5,13,11,5,7,1,4,0,0,1.77,4.1,5.18,1.72,3.87,4.84,1.94,2.01,1.87,1.95
2022/2023,Italy,A,13/11/2022,19:45,Juventus,Lazio,3,0,Home,1,0,H,13,10,9,3,10,8,2,6,2,1,0,0,2.09,3.6,4.11,2,3.44,3.95,2.11,1.89,2.01,1.82
2022/2023,Italy,A,04/01/2023,11:30,Salernitana,Milan,1,2,Away,0,2,A,8,16,1,10,21,13,6,2,4,1,0,0,7.3,4.7,1.53,6.87,4.47,1.48,1.83,2.19,1.74,2.11
2022/2023,Italy,A,04/01/2023,11:30,Sassuolo,Sampdoria,1,2,Away,0,2,A,16,9,4,4,16,19,9,1,2,3,0,0,1.81,3.91,4.9,1.76,3.75,4.73,2.03,1.97,1.93,1.89
2022/2023,Italy,A,04/01/2023,13:30,Spezia,Atalanta,2,2,Draw,2,0,H,7,19,3,3,11,11,3,8,3,3,0,0,5,4.22,1.75,4.74,4,1.71,1.78,2.23,1.73,2.13
2022/2023,Italy,A,04/01/2023,13:30,Torino,Verona,1,1,Draw,0,1,A,9,10,3,2,7,17,6,3,1,1,0,0,1.9,3.82,4.7,1.85,3.6,4.42,2.07,1.91,2,1.82
2022/2023,Italy,A,04/01/2023,15:30,Lecce,Lazio,2,1,Home,0,1,A,11,8,4,2,16,13,4,3,3,2,0,0,3.91,3.44,2.2,3.72,3.26,2.13,2.38,1.7,2.3,1.63
2022/2023,Italy,A,04/01/2023,15:30,Roma,Bologna,1,0,Home,1,0,H,14,10,4,2,10,10,3,3,2,3,0,0,1.67,4.08,6,1.63,3.87,5.72,2.11,1.88,2.04,1.79
2022/2023,Italy,A,04/01/2023,17:30,Cremonese,Juventus,0,1,Away,0,0,D,13,19,3,8,12,12,3,8,5,3,0,0,5.6,4,1.76,5.14,3.81,1.7,2.06,1.9,1.98,1.85
2022/2023,Italy,A,04/01/2023,17:30,Fiorentina,Monza,1,1,Draw,1,0,H,22,10,6,3,11,13,9,1,1,3,0,0,1.77,4.04,5.1,1.72,3.88,4.85,1.96,2.01,1.88,1.94
2022/2023,Italy,A,04/01/2023,19:45,Inter,Napoli,1,0,Home,0,0,D,6,9,1,2,12,7,5,4,3,2,0,0,2.37,3.7,3.3,2.3,3.44,3.12,1.76,2.3,1.69,2.19
2022/2023,Italy,A,04/01/2023,19:45,Udinese,Empoli,1,1,Draw,0,1,A,21,6,3,1,15,14,8,1,2,3,0,1,1.68,4.2,6.4,1.62,3.96,5.69,1.77,2.25,1.69,2.19
2022/2023,Italy,A,07/01/2023,14:00,Fiorentina,Sassuolo,2,1,Home,0,0,D,14,17,5,4,14,9,6,3,4,3,0,0,1.78,4.1,5,1.72,3.95,4.75,1.83,2.14,1.77,2.07
2022/2023,Italy,A,07/01/2023,17:00,Juventus,Udinese,1,0,Home,0,0,D,14,11,4,3,16,13,6,4,1,2,0,0,1.84,4,4.99,1.78,3.75,4.66,2.03,1.96,1.95,1.88
2022/2023,Italy,A,07/01/2023,19:45,Monza,Inter,2,2,Draw,1,2,A,13,11,4,3,14,20,3,5,0,3,0,0,6,4.6,1.61,5.62,4.39,1.56,1.71,2.34,1.67,2.23
2022/2023,Italy,A,08/01/2023,11:30,Salernitana,Torino,1,1,Draw,0,1,A,11,23,4,8,10,15,6,7,2,3,0,0,3.83,3.36,2.21,3.67,3.26,2.15,2.26,1.75,2.16,1.7
2022/2023,Italy,A,08/01/2023,14:00,Lazio,Empoli,2,2,Draw,1,0,H,18,5,4,2,17,10,10,3,4,1,0,0,1.59,4.5,6.23,1.55,4.32,5.94,1.8,2.19,1.74,2.12
2022/2023,Italy,A,08/01/2023,14:00,Spezia,Lecce,0,0,Draw,0,0,D,10,15,2,4,14,15,5,7,0,1,0,0,2.72,3.23,3.1,2.62,3.08,2.95,2.28,1.75,2.2,1.69
2022/2023,Italy,A,08/01/2023,17:00,Sampdoria,Napoli,0,2,Away,0,1,A,9,24,2,8,15,12,2,5,3,2,1,0,8.94,5.1,1.44,8.2,4.82,1.4,1.83,2.15,1.76,2.09
2022/2023,Italy,A,08/01/2023,19:45,Milan,Roma,2,2,Draw,1,0,H,12,12,5,3,19,13,3,4,4,7,0,0,1.91,3.78,4.65,1.87,3.59,4.35,2.13,1.87,2.06,1.79
2022/2023,Italy,A,09/01/2023,17:30,Verona,Cremonese,2,0,Home,2,0,H,9,15,4,5,16,11,3,5,3,4,0,0,2.12,3.51,4,2.08,3.38,3.73,1.97,1.97,1.91,1.91
2022/2023,Italy,A,09/01/2023,19:45,Bologna,Atalanta,1,2,Away,1,0,H,12,7,3,3,16,15,4,0,3,2,0,0,3.66,3.7,2.22,3.42,3.44,2.16,1.93,2.01,1.88,1.94
2022/2023,Italy,A,13/01/2023,19:45,Napoli,Juventus,5,1,Home,2,1,H,14,11,10,2,10,9,2,5,0,1,0,0,2.03,3.62,4.25,1.96,3.49,4.06,2.12,1.88,2.04,1.8
2022/2023,Italy,A,14/01/2023,14:00,Cremonese,Monza,2,3,Away,0,2,A,11,8,7,3,12,12,4,2,2,4,0,0,2.94,3.5,2.61,2.86,3.32,2.54,2.11,1.85,2.05,1.79
2022/2023,Italy,A,14/01/2023,17:00,Lecce,Milan,2,2,Draw,2,0,H,17,12,3,5,11,12,8,4,1,2,0,0,6.2,4.15,1.68,5.82,3.95,1.61,2.07,1.88,1.99,1.84
2022/2023,Italy,A,14/01/2023,19:45,Inter,Verona,1,0,Home,1,0,H,11,6,3,1,11,13,3,4,0,3,0,0,1.32,6.3,11,1.29,5.93,9.79,1.54,2.67,1.51,2.57
2022/2023,Italy,A,15/01/2023,11:30,Sassuolo,Lazio,0,2,Away,0,1,A,12,12,2,3,17,10,7,3,5,3,0,0,3.32,3.85,2.25,3.19,3.63,2.19,1.85,2.11,1.78,2.06
2022/2023,Italy,A,15/01/2023,14:00,Torino,Spezia,0,1,Away,0,1,A,11,13,4,5,13,12,7,2,3,3,0,0,1.7,4.05,6,1.65,3.88,5.56,2.09,1.87,2.03,1.81
2022/2023,Italy,A,15/01/2023,14:00,Udinese,Bologna,1,2,Away,1,0,H,20,15,4,2,10,17,6,4,1,3,0,0,2.01,3.74,4.34,1.97,3.45,4.04,2.01,1.93,1.96,1.87
2022/2023,Italy,A,15/01/2023,17:00,Atalanta,Salernitana,8,2,Home,5,1,H,19,7,13,2,10,12,5,2,1,0,0,0,1.42,5.3,8.5,1.39,5.1,7.81,1.65,2.45,1.59,2.37
2022/2023,Italy,A,15/01/2023,19:45,Roma,Fiorentina,2,0,Home,1,0,H,10,7,4,3,15,12,5,9,3,4,0,1,2.05,3.7,4,2,3.51,3.83,2.11,1.85,2.04,1.79
2022/2023,Italy,A,16/01/2023,19:45,Empoli,Sampdoria,1,0,Home,0,0,D,16,16,5,7,15,16,3,3,5,6,0,0,2.32,3.22,3.81,2.25,3.1,3.58,2.29,1.75,2.2,1.68
2022/2023,Italy,A,21/01/2023,14:00,Verona,Lecce,2,0,Home,1,0,H,11,9,4,3,15,12,5,4,3,0,0,0,2.51,3.2,3.47,2.41,3.05,3.31,2.43,1.66,2.35,1.6
2022/2023,Italy,A,21/01/2023,17:00,Salernitana,Napoli,0,2,Away,0,1,A,5,9,2,4,14,15,3,4,2,2,0,0,10.18,6,1.34,9.41,5.67,1.31,1.59,2.55,1.55,2.45
2022/2023,Italy,A,21/01/2023,19:45,Fiorentina,Torino,0,1,Away,0,1,A,19,9,5,3,9,23,5,3,2,2,0,0,2.21,3.5,3.8,2.13,3.35,3.61,2.28,1.74,2.2,1.68
2022/2023,Italy,A,22/01/2023,11:30,Sampdoria,Udinese,0,1,Away,0,0,D,9,14,1,5,15,17,6,6,3,1,0,0,3.74,3.5,2.2,3.58,3.33,2.15,2.23,1.77,2.15,1.72
2022/2023,Italy,A,22/01/2023,14:00,Monza,Sassuolo,1,1,Draw,0,1,A,14,13,3,1,17,18,10,4,2,2,0,0,2.35,3.55,3.54,2.22,3.41,3.33,1.84,2.12,1.79,2.05
2022/2023,Italy,A,22/01/2023,17:00,Spezia,Roma,0,2,Away,0,1,A,8,13,0,3,17,11,4,0,3,1,0,0,4.88,3.8,1.86,4.53,3.61,1.82,2.11,1.85,2.04,1.8
2022/2023,Italy,A,22/01/2023,19:45,Juventus,Atalanta,3,3,Draw,2,1,H,15,14,8,4,9,6,6,4,1,2,0,0,2.2,3.6,3.62,2.13,3.44,3.51,2.08,1.88,2,1.83
2022/2023,Italy,A,23/01/2023,17:30,Bologna,Cremonese,1,1,Draw,0,0,D,21,9,8,2,11,13,4,1,2,5,0,0,2.05,3.5,4.7,1.94,3.34,4.33,2.17,1.82,2.1,1.75
2022/2023,Italy,A,23/01/2023,19:45,Inter,Empoli,0,1,Away,0,0,D,16,13,1,8,13,16,2,3,4,3,1,0,1.31,6.3,11.71,1.28,5.91,10.24,1.66,2.5,1.57,2.38
2022/2023,Italy,A,24/01/2023,19:45,Lazio,Milan,4,0,Home,2,0,H,10,10,5,3,14,11,3,4,1,2,0,0,3.51,3.65,2.34,3.17,3.45,2.27,1.97,2.02,1.88,1.94
2022/2023,Italy,A,27/01/2023,17:30,Bologna,Spezia,2,0,Home,1,0,H,18,6,6,4,8,16,5,5,2,2,0,0,1.98,3.55,4.92,1.89,3.4,4.57,2.25,1.76,2.19,1.7
2022/2023,Italy,A,27/01/2023,19:45,Lecce,Salernitana,1,2,Away,1,2,A,15,10,5,6,14,11,4,4,2,4,0,0,1.88,3.68,5.01,1.83,3.51,4.74,2.23,1.77,2.15,1.72
2022/2023,Italy,A,28/01/2023,14:00,Empoli,Torino,2,2,Draw,1,0,H,11,16,4,4,12,9,5,5,2,0,0,0,3.5,3.15,2.56,3.24,3.06,2.44,2.34,1.7,2.25,1.66
2022/2023,Italy,A,28/01/2023,17:00,Cremonese,Inter,1,2,Away,1,1,D,12,30,4,10,7,12,2,14,0,2,0,0,6.9,4.7,1.55,6.45,4.5,1.5,1.74,2.31,1.68,2.21
2022/2023,Italy,A,28/01/2023,19:45,Atalanta,Sampdoria,2,0,Home,1,0,H,21,15,5,5,17,11,7,4,0,2,0,0,1.37,5.5,10.5,1.34,5.25,9.22,1.75,2.26,1.7,2.18
2022/2023,Italy,A,29/01/2023,11:30,Milan,Sassuolo,2,5,Away,1,3,A,10,9,5,7,13,8,2,3,7,4,0,0,1.54,4.92,6.5,1.49,4.71,6.15,1.56,2.63,1.52,2.53
2022/2023,Italy,A,29/01/2023,14:00,Juventus,Monza,0,2,Away,0,2,A,22,3,8,3,12,10,12,1,0,2,0,0,1.58,4.34,7.2,1.55,4.08,6.49,1.97,1.98,1.92,1.91
2022/2023,Italy,A,29/01/2023,17:00,Lazio,Fiorentina,1,1,Draw,1,0,H,13,17,1,6,12,17,3,4,2,3,0,0,2.2,3.45,3.95,2.11,3.33,3.72,2.04,1.92,1.98,1.85
2022/2023,Italy,A,29/01/2023,19:45,Napoli,Roma,2,1,Home,1,0,H,11,11,6,3,8,14,3,8,1,2,0,0,1.79,3.95,5.25,1.74,3.76,4.94,2.07,1.93,1.98,1.86
2022/2023,Italy,A,30/01/2023,19:45,Udinese,Verona,1,1,Draw,1,1,D,26,10,8,2,9,11,14,6,1,3,0,0,1.89,3.85,4.5,1.84,3.68,4.35,2.02,1.94,1.94,1.88
2022/2023,Italy,A,04/02/2023,14:00,Cremonese,Lecce,0,2,Away,0,0,D,12,9,3,4,12,15,4,8,1,2,0,0,2.76,3.3,2.93,2.68,3.1,2.86,2.47,1.64,2.39,1.59
2022/2023,Italy,A,04/02/2023,17:00,Roma,Empoli,2,0,Home,2,0,H,12,11,6,2,10,18,7,7,2,1,0,0,1.53,4.44,7.5,1.5,4.21,7.13,2.06,1.89,1.98,1.85
2022/2023,Italy,A,04/02/2023,19:45,Sassuolo,Atalanta,1,0,Home,0,0,D,18,7,8,2,12,13,2,7,5,1,0,2,3.9,4.02,2,3.71,3.82,1.95,1.65,2.55,1.59,2.39
2022/2023,Italy,A,05/02/2023,11:30,Spezia,Napoli,0,3,Away,0,0,D,9,12,3,5,19,18,3,6,3,2,0,0,9.75,5.5,1.4,8.77,5.13,1.36,1.73,2.3,1.67,2.23
2022/2023,Italy,A,05/02/2023,14:00,Torino,Udinese,1,0,Home,0,0,D,11,11,3,3,13,8,6,5,1,1,0,0,2.39,3.3,3.55,2.32,3.18,3.34,2.25,1.78,2.18,1.7
2022/2023,Italy,A,05/02/2023,17:00,Fiorentina,Bologna,1,2,Away,1,1,D,18,11,6,7,10,25,5,3,2,4,0,0,1.87,3.66,4.86,1.84,3.53,4.6,2.14,1.84,2.07,1.78
2022/2023,Italy,A,05/02/2023,19:45,Inter,Milan,1,0,Home,1,0,H,15,4,4,0,13,14,8,0,2,5,0,0,2.05,3.66,4.1,1.99,3.54,3.87,1.89,2.12,1.83,2.01
2022/2023,Italy,A,06/02/2023,17:30,Verona,Lazio,1,1,Draw,0,1,A,15,9,4,2,16,12,6,5,4,1,0,0,4,3.64,2.07,3.82,3.46,2.02,2.12,1.84,2.05,1.78
2022/2023,Italy,A,06/02/2023,19:45,Monza,Sampdoria,2,2,Draw,1,1,D,17,11,5,6,12,12,9,3,2,4,0,0,1.87,3.62,5,1.83,3.5,4.71,2.19,1.81,2.12,1.74
2022/2023,Italy,A,07/02/2023,19:45,Salernitana,Juventus,0,3,Away,0,2,A,10,17,1,5,9,12,6,3,1,1,0,0,7.5,4.5,1.55,7.07,4.25,1.5,2.06,1.91,1.97,1.87
2022/2023,Italy,A,10/02/2023,19:45,Milan,Torino,1,0,Home,0,0,D,9,12,4,2,10,20,3,8,1,4,0,0,1.9,3.72,5.1,1.83,3.5,4.81,2.28,1.76,2.18,1.71
2022/2023,Italy,A,11/02/2023,14:00,Empoli,Spezia,2,2,Draw,0,2,A,25,9,8,3,10,13,7,3,1,5,1,1,2.1,3.64,3.99,2.05,3.44,3.77,2.11,1.85,2.05,1.79
2022/2023,Italy,A,11/02/2023,17:00,Lecce,Roma,1,1,Draw,1,1,D,8,12,3,5,24,8,3,7,4,1,0,0,4.46,3.44,2.05,4.24,3.27,1.98,2.52,1.63,2.44,1.57
2022/2023,Italy,A,11/02/2023,19:45,Lazio,Atalanta,0,2,Away,0,1,A,13,23,5,10,12,14,5,7,1,2,0,0,2.48,3.62,3.1,2.4,3.43,2.98,1.93,2.06,1.86,1.98
2022/2023,Italy,A,12/02/2023,11:30,Udinese,Sassuolo,2,2,Draw,2,2,D,17,6,8,1,12,8,10,7,2,2,0,0,2.12,3.74,3.77,2.05,3.51,3.66,1.85,2.13,1.79,2.05
2022/2023,Italy,A,12/02/2023,14:00,Bologna,Monza,0,1,Away,0,1,A,12,5,3,4,15,18,3,2,1,4,0,0,2.27,3.48,3.54,2.23,3.31,3.39,2.25,1.79,2.13,1.73
2022/2023,Italy,A,12/02/2023,17:00,Juventus,Fiorentina,1,0,Home,1,0,H,7,11,3,2,11,17,5,6,5,2,0,0,1.9,3.76,4.6,1.85,3.6,4.39,2.11,1.85,2.05,1.79
2022/2023,Italy,A,12/02/2023,19:45,Napoli,Cremonese,3,0,Home,1,0,H,15,6,10,1,7,7,9,7,0,2,0,0,1.2,8.3,17.21,1.18,7.36,15.53,1.48,2.88,1.45,2.76
2022/2023,Italy,A,13/02/2023,17:30,Verona,Salernitana,1,0,Home,1,0,H,14,8,4,3,14,21,5,1,2,3,0,0,1.91,3.7,4.96,1.85,3.49,4.56,2.07,1.88,2.01,1.83
2022/2023,Italy,A,13/02/2023,19:45,Sampdoria,Inter,0,0,Draw,0,0,D,7,25,2,5,13,11,3,7,3,1,0,0,8.4,4.75,1.48,7.69,4.59,1.43,1.9,2.04,1.85,1.98
2022/2023,Italy,A,17/02/2023,19:45,Sassuolo,Napoli,0,2,Away,0,2,A,11,15,2,4,12,10,1,3,2,2,0,0,5.75,4.33,1.66,5.41,4.14,1.62,1.79,2.19,1.73,2.13
2022/2023,Italy,A,18/02/2023,14:00,Sampdoria,Bologna,1,2,Away,0,1,A,9,12,4,5,13,13,1,8,3,1,0,0,3.38,3.2,2.45,3.24,3.14,2.39,2.43,1.64,2.35,1.61
2022/2023,Italy,A,18/02/2023,17:00,Monza,Milan,0,1,Away,0,1,A,11,14,5,8,10,18,10,3,4,2,0,0,3.89,3.4,2.15,3.71,3.34,2.1,2.11,1.82,2.06,1.78
2022/2023,Italy,A,18/02/2023,19:45,Inter,Udinese,3,1,Home,1,1,D,19,9,7,1,15,14,3,8,2,2,0,0,1.56,4.6,6.95,1.52,4.38,6.3,1.83,2.19,1.76,2.1
2022/2023,Italy,A,19/02/2023,11:30,Atalanta,Lecce,1,2,Away,0,1,A,20,4,10,2,10,12,6,1,3,3,0,0,1.53,4.5,7,1.5,4.32,6.67,1.9,2.07,1.83,2
2022/2023,Italy,A,19/02/2023,14:00,Fiorentina,Empoli,1,1,Draw,0,1,A,27,5,4,3,8,15,13,1,1,5,0,0,1.67,4.2,5.75,1.62,4.07,5.44,1.88,2.06,1.84,2
2022/2023,Italy,A,19/02/2023,14:00,Salernitana,Lazio,0,2,Away,0,0,D,9,21,2,7,10,7,2,9,5,1,1,0,5.5,4.03,1.71,5.14,3.9,1.68,1.95,1.98,1.9,1.92
2022/2023,Italy,A,19/02/2023,17:00,Spezia,Juventus,0,2,Away,0,1,A,18,15,7,3,8,9,7,4,2,2,0,0,6.2,4,1.64,5.81,3.92,1.62,2.11,1.85,2.04,1.8
2022/2023,Italy,A,19/02/2023,19:45,Roma,Verona,1,0,Home,1,0,H,9,7,5,1,15,19,5,1,1,2,0,0,1.67,3.85,6.4,1.63,3.72,6.02,2.32,1.7,2.23,1.67
2022/2023,Italy,A,20/02/2023,19:45,Torino,Cremonese,2,2,Draw,1,0,H,16,11,6,2,9,12,5,1,3,1,0,0,1.7,3.86,6,1.67,3.76,5.47,2.19,1.8,2.12,1.74
2022/2023,Italy,A,25/02/2023,17:00,Empoli,Napoli,0,2,Away,0,2,A,9,19,2,6,10,9,4,13,2,1,0,1,7.2,4.9,1.48,6.86,4.72,1.45,1.72,2.28,1.66,2.22
2022/2023,Italy,A,25/02/2023,19:45,Lecce,Sassuolo,0,1,Away,0,0,D,16,7,0,3,17,7,4,7,2,2,0,0,2.64,3.3,3.07,2.54,3.18,2.96,2.22,1.79,2.13,1.73
2022/2023,Italy,A,26/02/2023,11:30,Bologna,Inter,1,0,Home,0,0,D,14,13,5,4,7,14,1,6,1,2,0,0,5.5,3.93,1.76,4.96,3.77,1.73,2.08,1.9,1.98,1.85
2022/2023,Italy,A,26/02/2023,14:00,Salernitana,Monza,3,0,Home,0,0,D,12,14,5,3,12,16,1,3,2,4,0,1,3.73,3.5,2.17,3.53,3.41,2.13,2.06,1.89,2.01,1.82
2022/2023,Italy,A,26/02/2023,17:00,Udinese,Spezia,2,2,Draw,1,1,D,15,9,6,2,11,16,5,2,2,2,0,0,1.71,4.2,5.75,1.65,3.97,5.29,1.88,2.03,1.85,1.98
2022/2023,Italy,A,26/02/2023,19:45,Milan,Atalanta,2,0,Home,1,0,H,13,3,3,0,11,11,4,3,3,2,0,0,2.27,3.55,3.66,2.19,3.38,3.42,1.98,2.02,1.89,1.94
2022/2023,Italy,A,27/02/2023,17:30,Verona,Fiorentina,0,3,Away,0,2,A,12,16,3,7,15,11,4,2,3,3,0,0,3.4,3.41,2.35,3.27,3.29,2.29,2.27,1.75,2.18,1.69
2022/2023,Italy,A,27/02/2023,19:45,Lazio,Sampdoria,1,0,Home,0,0,D,15,8,4,2,10,13,8,3,2,2,0,0,1.46,4.7,8.5,1.43,4.46,7.98,2,1.92,1.95,1.87
2022/2023,Italy,A,28/02/2023,17:30,Cremonese,Roma,2,1,Home,1,0,H,6,10,2,3,17,11,3,3,3,2,0,0,5.75,3.66,1.81,5.25,3.49,1.77,2.45,1.66,2.37,1.61
2022/2023,Italy,A,28/02/2023,19:45,Juventus,Torino,4,2,Home,2,2,D,13,8,6,3,5,13,3,7,0,2,0,0,1.83,3.52,5.5,1.78,3.43,5.28,2.58,1.62,2.49,1.55
2022/2023,Italy,A,03/03/2023,19:45,Napoli,Lazio,0,1,Away,0,0,D,14,5,2,2,13,8,8,3,2,2,0,0,1.71,4.05,6,1.66,3.91,5.49,2.03,1.96,1.93,1.91
2022/2023,Italy,A,04/03/2023,14:00,Monza,Empoli,2,1,Home,1,0,H,10,18,3,3,10,12,1,8,2,3,0,0,2.21,3.4,4.1,2.11,3.24,3.84,2.18,1.8,2.09,1.77
2022/2023,Italy,A,04/03/2023,17:00,Atalanta,Udinese,0,0,Draw,0,0,D,17,5,5,1,12,12,12,3,2,3,0,0,1.7,4.2,5.5,1.66,4.08,5.01,1.8,2.17,1.75,2.1
2022/2023,Italy,A,04/03/2023,19:45,Fiorentina,Milan,2,1,Home,0,0,D,16,8,8,6,12,17,11,5,3,3,0,0,2.91,3.41,2.61,2.86,3.28,2.56,2.2,1.76,2.13,1.73
2022/2023,Italy,A,05/03/2023,11:30,Spezia,Verona,0,0,Draw,0,0,D,20,11,4,3,6,7,9,5,2,1,1,0,2.82,3.2,2.92,2.73,3.08,2.82,2.33,1.69,2.25,1.66
2022/2023,Italy,A,05/03/2023,14:00,Sampdoria,Salernitana,0,0,Draw,0,0,D,9,10,3,4,18,13,2,6,3,4,0,0,2.38,3.36,3.35,2.31,3.27,3.27,2.27,1.75,2.19,1.69
2022/2023,Italy,A,05/03/2023,17:00,Inter,Lecce,2,0,Home,1,0,H,14,11,4,1,10,11,6,4,0,0,0,0,1.39,5.2,10,1.36,4.89,9.29,1.96,2,1.88,1.94
2022/2023,Italy,A,05/03/2023,19:45,Roma,Juventus,1,0,Home,0,0,D,6,14,2,5,11,10,2,6,3,2,0,1,2.75,3.17,2.95,2.68,3.08,2.87,2.55,1.62,2.45,1.56
